,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE,YFTicker,EPS
693,INDIAGLYCO,India Glycols Limited,EQ,01-Jul-05,10,1,INE560A01015,10,INDIAGLYCO.NS,25.361
694,INDIAMART,Indiamart Intermesh Limited,EQ,04-Jul-19,10,1,INE933S01016,10,INDIAMART.NS,94.58
695,INDIANB,Indian Bank,EQ,01-Mar-07,10,1,INE562A01011,10,INDIANB.NS,27.88
696,INDIANCARD,Indian Card Clothing Company Limited,EQ,08-Jan-97,10,1,INE061A01014,10,INDIANCARD.NS,-9.755
697,INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-Aug-95,2,1,INE323C01030,2,INDIANHUME.NS,8.67
698,INDIGO,InterGlobe Aviation Limited,EQ,10-Nov-15,10,1,INE646L01027,10,INDIGO.NS,-143.681
699,INDIGOPNTS,Indigo Paints Limited,EQ,02-Feb-21,10,1,INE09VQ01012,10,INDIGOPNTS.NS,15.54
700,INDLMETER,IMP Powers Limited,EQ,10-Jan-96,10,1,INE065B01013,10,INDLMETER.NS,-39.373
701,INDNIPPON,India Nippon Electricals Limited,EQ,07-May-97,5,1,INE092B01025,5,INDNIPPON.NS,17.52
702,INDOCO,Indoco Remedies Limited,EQ,14-Jan-05,2,1,INE873D01024,2,INDOCO.NS,10.1
703,INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-Jun-03,10,1,INE156A01020,10,INDORAMA.NS,4.34
704,INDOSOLAR,Indosolar Limited,BZ,29-Sep-10,10,1,INE866K01015,10,INDOSOLAR.NS,-0.22
705,INDOSTAR,IndoStar Capital Finance Limited,EQ,21-May-18,10,1,INE896L01010,10,INDOSTAR.NS,-20.83
706,INDOTECH,Indo Tech Transformers Limited,EQ,16-Mar-06,10,1,INE332H01014,10,INDOTECH.NS,-7.905
707,INDOTHAI,Indo Thai Securities Limited,EQ,02-Nov-11,10,1,INE337M01013,10,INDOTHAI.NS,-1.336
708,INDOWIND,Indowind Energy Limited,EQ,14-Sep-07,10,1,INE227G01018,10,INDOWIND.NS,0.242
709,INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-Apr-97,10,1,INE681B01017,10,INDRAMEDCO.NS,-0.683
710,INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-Jul-97,10,1,INE915B01019,10,INDSWFTLAB.NS,4.775
711,INDSWFTLTD,Ind-Swift Limited,EQ,18-Oct-04,2,1,INE788B01028,2,INDSWFTLTD.NS,-3.15
712,INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-Mar-11,2,1,INE611L01021,2,INDTERRAIN.NS,-7.9
713,INDUSINDBK,IndusInd Bank Limited,EQ,28-Jan-98,10,1,INE095A01012,10,INDUSINDBK.NS,39.96
714,INDUSTOWER,Indus Towers Limited,EQ,28-Dec-12,10,1,INE121J01017,10,INDUSTOWER.NS,15.728
715,INEOSSTYRO,INEOS Styrolution India Limited,EQ,29-Mar-95,10,1,INE189B01011,10,INEOSSTYRO.NS,159.34
716,INFIBEAM,Infibeam Avenues Limited,EQ,04-Apr-16,1,1,INE483S01020,1,INFIBEAM.NS,0.52
717,INFOBEAN,InfoBeans Technologies Limited,EQ,15-Jul-19,10,1,INE344S01016,10,INFOBEAN.NS,15.34
718,INFOMEDIA,Infomedia Press Limited,EQ,12-Oct-06,10,1,INE669A01022,10,INFOMEDIA.NS,-0.7
719,INFY,Infosys Limited,EQ,08-Feb-95,5,1,INE009A01021,5,INFY.NS,45.343
720,INGERRAND,Ingersoll Rand (India) Limited,EQ,15-Apr-99,10,1,INE177A01018,10,INGERRAND.NS,20.77
721,INOXLEISUR,INOX Leisure Limited,EQ,23-Feb-06,10,1,INE312H01016,10,INOXLEISUR.NS,-32.22
722,INOXWIND,Inox Wind Limited,EQ,09-Apr-15,10,1,INE066P01011,10,INOXWIND.NS,-17.779
723,INSECTICID,Insecticides (India) Limited,EQ,30-May-07,10,1,INE070I01018,10,INSECTICID.NS,45.43
724,INSPIRISYS,Inspirisys Solutions Limited,EQ,30-Oct-06,10,1,INE020G01017,10,INSPIRISYS.NS,-0.72
725,INTELLECT,Intellect Design Arena Limited,EQ,18-Dec-14,5,1,INE306R01017,5,INTELLECT.NS,19.55
726,INTENTECH,Intense Technologies Limited,EQ,23-Mar-17,2,1,INE781A01025,2,INTENTECH.NS,8.598
727,INTLCONV,International Conveyors Limited,EQ,16-Sep-21,1,1,INE575C01027,1,INTLCONV.NS,0
728,INVENTURE,Inventure Growth & Securities Limited,EQ,04-Aug-11,1,1,INE878H01024,1,INVENTURE.NS,1.48
729,IOB,Indian Overseas Bank,EQ,07-Dec-00,10,1,INE565A01014,10,IOB.NS,0.51
730,IOC,Indian Oil Corporation Limited,EQ,24-Jul-96,10,1,INE242A01010,10,IOC.NS,23.57
731,IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-Nov-10,10,1,INE485C01011,10,IOLCP.NS,79.25
732,IPCALAB,IPCA Laboratories Limited,EQ,08-Feb-95,2,1,INE571A01020,2,IPCALAB.NS,90.11
733,IPL,India Pesticides Limited,EQ,05-Jul-21,1,1,INE0D6701023,1,IPL.NS,
734,IRB,IRB Infrastructure Developers Limited,EQ,25-Feb-08,10,1,INE821I01014,10,IRB.NS,3.33
735,IRCON,Ircon International Limited,EQ,28-Sep-18,2,1,INE962Y01021,2,IRCON.NS,3.571
736,IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-Oct-19,2,1,INE335Y01020,2,IRCTC.NS,14.792
737,IRFC,Indian Railway Finance Corporation Limited,EQ,29-Jan-21,10,1,INE053F01010,10,IRFC.NS,3.181
738,IRISDOREME,Iris Clothings Limited,EQ,22-Feb-21,10,1,INE01GN01017,10,IRISDOREME.NS,4
739,ISEC,ICICI Securities Limited,EQ,04-Apr-18,5,1,INE763G01038,5,ISEC.NS,33.08
740,ISFT,Intrasoft Technologies Limited,EQ,12-Apr-10,10,1,INE566K01011,10,ISFT.NS,4.514
741,ISGEC,Isgec Heavy Engineering Limited,EQ,05-May-21,1,1,INE858B01029,1,ISGEC.NS,27.13
742,ISMTLTD,ISMT Limited,EQ,28-Aug-07,5,1,INE732F01019,5,ISMTLTD.NS,-21.122
743,ITC,ITC Limited,EQ,23-Aug-95,1,1,INE154A01025,1,ITC.NS,10.7
744,ITDC,India Tourism Development Corporation Limited,EQ,30-Dec-16,10,1,INE353K01014,10,ITDC.NS,-1.518
745,ITDCEM,ITD Cementation India Limited,EQ,10-Feb-99,1,1,INE686A01026,1,ITDCEM.NS,0.92
746,ITI,ITI Limited,EQ,15-Sep-03,10,1,INE248A01017,10,ITI.NS,0.1
747,IVC,IL&FS Investment Managers Limited,EQ,15-Sep-99,2,1,INE050B01023,2,IVC.NS,0.253
748,IVP,IVP Limited,EQ,13-Sep-95,10,1,INE043C01018,10,IVP.NS,-1.061
749,IWEL,Inox Wind Energy Limited,EQ,11-Jun-21,10,1,INE0FLR01028,10,IWEL.NS,
750,IZMO,IZMO Limited,EQ,05-Feb-07,10,1,INE848A01014,10,IZMO.NS,19.204
751,J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-Jul-98,1,1,INE168A01041,1,J&KBANK.NS,
752,JAGRAN,Jagran Prakashan Limited,EQ,22-Feb-06,2,1,INE199G01027,2,JAGRAN.NS,2.212
753,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-Mar-00,5,1,INE048B01027,5,JAGSNPHARM.NS,5.16
754,JAIBALAJI,Jai Balaji Industries Limited,EQ,09-Dec-03,10,1,INE091G01018,10,JAIBALAJI.NS,-12.762
755,JAICORPLTD,Jai Corp Limited,EQ,26-Nov-97,1,1,INE070D01027,1,JAICORPLTD.NS,5.2
756,JAINSTUDIO,Jain Studios Limited,BZ,19-Nov-97,10,1,INE486B01011,10,JAINSTUDIO.NS,-0.389
757,JAIPURKURT,Nandani Creation Limited,EQ,02-Sep-21,10,1,INE696V01013,10,JAIPURKURT.NS,0
758,JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-Dec-10,1,1,INE039C01032,1,JAMNAAUTO.NS,0.911
759,JASH,Jash Engineering Limited,EQ,30-Oct-19,10,1,INE039O01011,10,JASH.NS,14.239
760,JAYAGROGN,Jayant Agro Organics Limited,EQ,17-Apr-96,5,1,INE785A01026,5,JAYAGROGN.NS,10.713
761,JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-Jan-96,5,1,INE571B01028,5,JAYBARMARU.NS,6.06
762,JAYNECOIND,Jayaswal Neco Industries Limited,BE,10-May-95,10,1,INE854B01010,10,JAYNECOIND.NS,-25.757
763,JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-Feb-95,5,1,INE364A01020,5,JAYSREETEA.NS,-1.347
764,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-Apr-03,2,1,INE572A01028,2,JBCHEPHARM.NS,51.393
765,JBFIND,JBF Industries Limited,EQ,25-Feb-04,10,1,INE187A01017,10,JBFIND.NS,-23.64
766,JBMA,JBM Auto Limited,EQ,17-Dec-04,5,1,INE927D01028,5,JBMA.NS,10.42
767,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,EQ,03-Jan-00,10,1,INE782A01015,10,JCHAC.NS,12.2
768,JETAIRWAYS,Jet Airways (India) Limited,BZ,14-Mar-05,10,1,INE802G01018,10,JETAIRWAYS.NS,-56.027
769,JHS,JHS Svendgaard Laboratories Limited,EQ,21-Oct-06,10,1,INE544H01014,10,JHS.NS,-0.501
770,JIKIND,JIK Industries Limited,BE,26-Nov-08,10,1,INE026B01049,10,JIKIND.NS,-0.073
771,JINDALPHOT,Jindal Photo Limited,EQ,07-Apr-05,10,1,INE796G01012,10,JINDALPHOT.NS,-3.421
772,JINDALPOLY,Jindal Poly Films Limited,EQ,21-Jan-02,10,1,INE197D01010,10,JINDALPOLY.NS,180.62
773,JINDALSAW,Jindal Saw Limited,EQ,29-Apr-03,2,1,INE324A01024,2,JINDALSAW.NS,10.02
774,JINDALSTEL,Jindal Steel & Power Limited,EQ,29-Dec-99,1,1,INE749A01030,1,JINDALSTEL.NS,20.297
775,JINDRILL,Jindal Drilling And Industries Limited,EQ,22-Dec-06,5,1,INE742C01031,5,JINDRILL.NS,-206.114
776,JINDWORLD,Jindal Worldwide Limited,EQ,25-Nov-10,1,1,INE247D01039,1,JINDWORLD.NS,1.402
777,JISLDVREQS,Jain Irrigation Systems Limited,BE,30-Nov-11,2,1,IN9175A01010,2,JISLDVREQS.NS,-14.922
778,JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-Aug-01,2,1,INE175A01038,2,JISLJALEQS.NS,-14.922
779,JITFINFRA,JITF Infralogistics Limited,BE,27-Feb-17,2,1,INE863T01013,2,JITFINFRA.NS,-65.283
780,JKCEMENT,JK Cement Limited,EQ,14-Mar-06,10,1,INE823G01014,10,JKCEMENT.NS,90.99
781,JKIL,J.Kumar Infraprojects Limited,EQ,12-Feb-08,5,1,INE576I01022,5,JKIL.NS,8.22
782,JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-Jun-06,5,1,INE786A01032,5,JKLAKSHMI.NS,34.45
783,JKPAPER,JK Paper Limited,EQ,16-Jun-05,10,1,INE789E01012,10,JKPAPER.NS,11.134
784,JKTYRE,JK Tyre & Industries Limited,EQ,19-Mar-07,2,1,INE573A01042,2,JKTYRE.NS,12.97
785,JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-Mar-15,2,1,INE412C01023,2,JMA.NS,4.55
786,JMCPROJECT,JMC Projects (India)  Limited,EQ,26-Nov-07,2,1,INE890A01024,2,JMCPROJECT.NS,-7.298
787,JMFINANCIL,JM Financial Limited,EQ,10-Oct-06,1,1,INE780C01023,1,JMFINANCIL.NS,6.32
788,JMTAUTOLTD,JMT Auto Limited,BZ,02-Apr-07,1,1,INE988E01036,1,JMTAUTOLTD.NS,-1.239
789,JOCIL,Jocil Limited,EQ,08-Oct-08,10,1,INE839G01010,10,JOCIL.NS,12.449
790,JPASSOCIAT,Jaiprakash Associates Limited,EQ,14-Jun-04,2,1,INE455F01025,2,JPASSOCIAT.NS,-2.72
791,JPINFRATEC,Jaypee Infratech Limited,EQ,21-May-10,10,1,INE099J01015,10,JPINFRATEC.NS,-17.37
792,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,BE,11-Nov-13,10,1,INE147P01019,10,JPOLYINVST.NS,
793,JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-Apr-05,10,1,INE351F01018,10,JPPOWER.NS,0.248
794,JSL,Jindal Stainless Limited,EQ,17-Nov-03,2,1,INE220G01021,2,JSL.NS,8.48
795,JSLHISAR,Jindal Stainless (Hisar) Limited,EQ,28-Jan-16,2,1,INE455T01018,2,JSLHISAR.NS,29.4
796,JSWENERGY,JSW Energy Limited,BE,04-Jan-10,10,1,INE121E01018,10,JSWENERGY.NS,4.851
797,JSWHL,JSW Holdings Limited,EQ,21-Jun-05,10,1,INE824G01012,10,JSWHL.NS,67.96
798,JSWISPL,JSW Ispat Special Products Limited,EQ,12-Sep-18,10,1,INE743C01021,10,JSWISPL.NS,2.12
799,JSWSTEEL,JSW Steel Limited,EQ,23-Mar-05,1,1,INE019A01038,1,JSWSTEEL.NS,32.71
800,JTEKTINDIA,Jtekt India Limited,EQ,12-Jan-04,1,1,INE643A01035,1,JTEKTINDIA.NS,-0.186
801,JUBLFOOD,Jubilant Foodworks Limited,EQ,08-Feb-10,10,1,INE797F01012,10,JUBLFOOD.NS,12.078
802,JUBLINDS,Jubilant Industries Limited,EQ,14-Feb-11,10,1,INE645L01011,10,JUBLINDS.NS,-6.19
803,JUBLINGREA,Jubilant Ingrevia Limited,EQ,19-Mar-21,1,1,INE0BY001018,1,JUBLINGREA.NS,-7.954
804,JUBLPHARMA,Jubilant Pharmova Limited,EQ,16-Jun-03,1,1,INE700A01033,1,JUBLPHARMA.NS,55.4
805,JUMPNET,Jump Networks Limited,EQ,19-Aug-19,5,1,INE974C01022,5,JUMPNET.NS,0.458
806,JUSTDIAL,Just Dial Limited,EQ,05-Jun-13,10,1,INE599M01018,10,JUSTDIAL.NS,33
807,JYOTHYLAB,Jyothy Labs Limited,EQ,19-Dec-07,1,1,INE668F01031,1,JYOTHYLAB.NS,5.419
808,JYOTISTRUC,Jyoti Structures Limited,BZ,19-Jul-95,2,1,INE197A01024,2,JYOTISTRUC.NS,-212.63
809,KABRAEXTRU,Kabra Extrusion Technik Limited,EQ,06-Sep-95,5,1,INE900B01029,5,KABRAEXTRU.NS,7.7
810,KAJARIACER,Kajaria Ceramics Limited,EQ,01-Jun-04,1,1,INE217B01036,1,KAJARIACER.NS,19.37
811,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,EQ,13-Dec-95,10,1,INE437B01014,10,KAKATCEM.NS,-3.073
812,KALPATPOWR,Kalpataru Power Transmission Limited,EQ,15-Dec-00,2,1,INE220B01022,2,KALPATPOWR.NS,34.467
813,KALYANI,Kalyani Commercials Limited,BE,13-Feb-17,10,1,INE610E01010,10,KALYANI.NS,0
814,KALYANIFRG,Kalyani Forge Limited,BE,20-Dec-07,10,1,INE314G01014,10,KALYANIFRG.NS,-4.84
815,KALYANKJIL,Kalyan Jewellers India Limited,EQ,26-Mar-21,10,1,INE303R01014,10,KALYANKJIL.NS,-0.07
816,KAMATHOTEL,Kamat Hotels (I) Limited,EQ,29-May-96,10,1,INE967C01018,10,KAMATHOTEL.NS,-7.638
817,KAMDHENU,Kamdhenu Limited,EQ,09-May-06,10,1,INE390H01012,10,KAMDHENU.NS,5.62
818,KANANIIND,Kanani Industries Limited,EQ,14-Dec-11,1,1,INE879E01037,1,KANANIIND.NS,0.137
819,KANORICHEM,Kanoria Chemicals & Industries Limited,EQ,08-Feb-95,5,1,INE138C01024,5,KANORICHEM.NS,3.32
820,KANPRPLA,Kanpur Plastipack Limited,EQ,01-Jan-21,10,1,INE694E01014,10,KANPRPLA.NS,13.296
821,KANSAINER,Kansai Nerolac Paints Limited,EQ,15-Sep-03,1,1,INE531A01024,1,KANSAINER.NS,9.83
822,KAPSTON,Kapston Facilities Management Limited,EQ,27-May-20,10,1,INE542Z01010,10,KAPSTON.NS,6.33
823,KARDA,Karda Constructions Limited,EQ,02-Apr-18,1,1,INE278R01034,1,KARDA.NS,3.28
824,KARMAENG,Karma Energy Limited,EQ,28-Jun-11,10,1,INE725L01011,10,KARMAENG.NS,-6.346
825,KARURVYSYA,Karur Vysya Bank Limited,EQ,26-Jul-00,2,1,INE036D01028,2,KARURVYSYA.NS,4.5
826,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,EQ,14-Dec-07,10,1,INE234I01010,10,KAUSHALYA.NS,-0.535
827,KAVVERITEL,Kavveri Telecom Products Limited,BE,29-Jan-08,10,1,INE641C01019,10,KAVVERITEL.NS,-1.027
828,KAYA,Kaya Limited,EQ,14-Aug-15,10,1,INE587G01015,10,KAYA.NS,-29.1
829,KCP,KCP Limited,EQ,09-Apr-97,1,1,INE805C01028,1,KCP.NS,8.694
830,KCPSUGIND,KCP Sugar and Industries Corporation Limited,EQ,11-Jun-97,1,1,INE790B01024,1,KCPSUGIND.NS,-0.223
831,KDDL,KDDL Limited,EQ,23-Mar-16,10,1,INE291D01011,10,KDDL.NS,4.86
832,KEC,KEC International Limited,EQ,10-Mar-06,2,1,INE389H01022,2,KEC.NS,21.5
833,KECL,Kirloskar Electric Company Limited,BE,09-Mar-10,10,1,INE134B01017,10,KECL.NS,-7.197
834,KEERTI,Keerti Knowledge and Skills Limited,EQ,13-Nov-20,10,1,INE586X01012,10,KEERTI.NS,-3.55
835,KEI,KEI Industries Limited,EQ,23-Mar-06,2,1,INE878B01027,2,KEI.NS,27.294
836,KELLTONTEC,Kellton Tech Solutions Limited,EQ,02-Mar-16,5,1,INE164B01022,5,KELLTONTEC.NS,7.33
837,KENNAMET,Kennametal India Limited,EQ,03-Nov-94,10,1,INE717A01029,10,KENNAMET.NS,13.598
838,KERNEX,Kernex Microsystems (India) Limited,BE,20-Dec-05,10,1,INE202H01019,10,KERNEX.NS,1.62
839,KESORAMIND,Kesoram Industries Limited,EQ,06-Sep-95,10,1,INE087A01019,10,KESORAMIND.NS,9.73
840,KEYFINSERV,Keynote Financial Services Limited,EQ,26-Jun-96,10,1,INE681C01015,10,KEYFINSERV.NS,20.25
841,KHADIM,Khadim India Limited,EQ,14-Nov-17,10,1,INE834I01025,10,KHADIM.NS,-18.33
842,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,EQ,30-Oct-20,1,1,INE745B01028,1,KHAICHEM.NS,0
843,KHAITANLTD,Khaitan (India) Limited,BE,20-Dec-95,10,1,INE731C01018,10,KHAITANLTD.NS,-11.011
844,KHANDSE,Khandwala Securities Limited,EQ,07-Feb-01,10,1,INE060B01014,10,KHANDSE.NS,-2.443
845,KICL,Kalyani Investment Company Limited,EQ,14-Jan-11,10,1,INE029L01018,10,KICL.NS,79.23
846,KILITCH,Kilitch Drugs (India) Limited,EQ,29-Sep-10,10,1,INE729D01010,10,KILITCH.NS,1.104
847,KIMS,Krishna Institute of Medical Sciences Limited,EQ,28-Jun-21,10,1,INE967H01017,10,KIMS.NS,
848,KINGFA,Kingfa Science & Technology (India) Limited,EQ,15-Nov-16,10,1,INE473D01015,10,KINGFA.NS,4.39
849,KIOCL,KIOCL Limited,EQ,29-Nov-16,10,1,INE880L01014,10,KIOCL.NS,4.872
850,KIRIINDUS,Kiri Industries Limited,EQ,22-Apr-08,10,1,INE415I01015,10,KIRIINDUS.NS,73.798
851,KIRLFER,Kirloskar Ferrous Industries Ltd,EQ,13-Nov-19,5,1,INE884B01025,5,KIRLFER.NS,21.82
852,KIRLOSBROS,Kirloskar Brothers Limited,BE,20-Apr-10,2,1,INE732A01036,2,KIRLOSBROS.NS,20.29
853,KIRLOSENG,Kirloskar Oil Engines Limited,EQ,24-Dec-10,2,1,INE146L01010,2,KIRLOSENG.NS,13.48
854,KIRLOSIND,Kirloskar Industries Limited,EQ,24-Jun-10,10,1,INE250A01039,10,KIRLOSIND.NS,163.99
855,KITEX,Kitex Garments Limited,EQ,25-Sep-12,1,1,INE602G01020,1,KITEX.NS,9.567
856,KKCL,Kewal Kiran Clothing Limited,EQ,13-Apr-06,10,1,INE401H01017,10,KKCL.NS,16.07
857,KMSUGAR,K.M.Sugar Mills Limited,EQ,31-May-07,2,1,INE157H01023,2,KMSUGAR.NS,2.995
858,KNRCON,KNR Constructions Limited,EQ,18-Feb-08,2,1,INE634I01029,2,KNRCON.NS,14.49
859,KOKUYOCMLN,Kokuyo Camlin Limited,EQ,28-Jul-08,1,1,INE760A01029,1,KOKUYOCMLN.NS,-1.46
860,KOLTEPATIL,Kolte - Patil Developers Limited,EQ,13-Dec-07,10,1,INE094I01018,10,KOLTEPATIL.NS,-5.642
861,KOPRAN,Kopran Limited,EQ,09-Jun-99,10,1,INE082A01010,10,KOPRAN.NS,11.876
862,KOTAKBANK,Kotak Mahindra Bank Limited,EQ,20-Dec-95,5,1,INE237A01028,5,KOTAKBANK.NS,50.49
863,KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,13-Dec-04,10,1,INE419A01022,10,KOTARISUG.NS,2.29
864,KOTHARIPET,Kothari Petrochemicals Limited,EQ,02-Nov-96,10,1,INE720A01015,10,KOTHARIPET.NS,3.83
865,KOTHARIPRO,Kothari Products Limited,EQ,03-Jun-98,10,1,INE823A01017,10,KOTHARIPRO.NS,-37.487
866,KOVAI,Kovai Medical Center and Hospital Limited,EQ,05-Aug-21,10,1,INE177F01017,10,KOVAI.NS,
867,KPIGLOBAL,K.P.I. Global Infrastructure Limited,EQ,27-Jul-21,10,1,INE542W01017,10,KPIGLOBAL.NS,
868,KPITTECH,KPIT Technologies Limited,EQ,22-Apr-19,10,1,INE04I401011,10,KPITTECH.NS,5.19
869,KPRMILL,K.P.R. Mill Limited,EQ,28-Aug-07,1,1,INE930H01031,1,KPRMILL.NS,74.88
870,KRBL,KRBL Limited,EQ,21-Jan-02,1,1,INE001B01026,1,KRBL.NS,24.24
871,KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,03-Jan-96,10,1,INE268B01013,10,KREBSBIO.NS,-14.53
872,KRIDHANINF,Kridhan Infra Limited,EQ,11-Dec-15,2,1,INE524L01026,2,KRIDHANINF.NS,-3.229
873,KRISHANA,Krishana Phoschem Limited,EQ,22-Aug-19,10,1,INE506W01012,10,KRISHANA.NS,7.15
874,KRITI,Kriti Industries (India) Limited,EQ,01-Nov-21,1,1,INE479D01038,1,KRITI.NS,0
875,KRSNAA,Krsnaa Diagnostics Limited,EQ,16-Aug-21,5,1,INE08LI01020,5,KRSNAA.NS,
876,KSB,Ksb Limited,EQ,08-Feb-95,10,1,INE999A01015,10,KSB.NS,36.456
877,KSCL,Kaveri Seed Company Limited,EQ,04-Oct-07,2,1,INE455I01029,2,KSCL.NS,52.23
878,KSL,Kalyani Steels Limited,EQ,19-May-10,5,1,INE907A01026,5,KSL.NS,43.59
879,KTKBANK,The Karnataka Bank Limited,EQ,10-May-00,10,1,INE614B01018,10,KTKBANK.NS,15.382
880,KUANTUM,Kuantum Papers Limited,EQ,23-Oct-19,1,1,INE529I01021,1,KUANTUM.NS,-1.146
881,L&TFH,L&T Finance Holdings Limited,EQ,12-Aug-11,10,1,INE498L01015,10,L&TFH.NS,
882,LAGNAM,Lagnam Spintex Limited,EQ,30-Sep-21,10,1,INE548Z01017,10,LAGNAM.NS,
883,LAKPRE,Lakshmi Precision Screws Limited,BZ,26-Sep-06,10,1,INE651C01018,10,LAKPRE.NS,-36.536
884,LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,23-Dec-15,10,1,INE600L01024,10,LALPATHLAB.NS,35.25
885,LAMBODHARA,Lambodhara Textiles Limited,EQ,04-Feb-15,5,1,INE112F01022,5,LAMBODHARA.NS,4.879
886,LAOPALA,La Opala RG Limited,EQ,16-Mar-07,2,1,INE059D01020,2,LAOPALA.NS,4.47
887,LASA,Lasa Supergenerics Limited,EQ,21-Sep-17,10,1,INE670X01014,10,LASA.NS,5.6
888,LAURUSLABS,Laurus Labs Limited,EQ,19-Dec-16,2,1,INE947Q01028,2,LAURUSLABS.NS,18.28
889,LAXMIMACH,Lakshmi Machine Works Limited,EQ,29-Mar-95,10,1,INE269B01029,10,LAXMIMACH.NS,41.75
890,LCCINFOTEC,LCC Infotech Limited,EQ,02-Mar-00,2,1,INE938A01021,2,LCCINFOTEC.NS,-0.042
891,LEMONTREE,Lemon Tree Hotels Limited,EQ,09-Apr-18,10,1,INE970X01018,10,LEMONTREE.NS,-1.584
892,LFIC,Lakshmi Finance & Industrial Corporation Limited,EQ,15-Apr-15,10,1,INE850E01012,10,LFIC.NS,12.24
893,LGBBROSLTD,LG Balakrishnan & Bros Limited,EQ,30-Mar-10,10,1,INE337A01034,10,LGBBROSLTD.NS,42.51
894,LGBFORGE,LGB Forge Limited,EQ,01-Aug-08,1,1,INE201J01017,1,LGBFORGE.NS,0.04
895,LIBAS,Libas Consumer Products Limited,EQ,23-Jul-19,10,1,INE908V01012,10,LIBAS.NS,-0.792
896,LIBERTSHOE,Liberty Shoes Limited,EQ,27-Sep-95,10,1,INE557B01019,10,LIBERTSHOE.NS,-3.026
897,LICHSGFIN,LIC Housing Finance Limited,EQ,29-Jul-98,2,1,INE115A01026,2,LICHSGFIN.NS,54.32
898,LIKHITHA,Likhitha Infrastructure Limited,EQ,15-Oct-20,10,1,INE060901019,10,LIKHITHA.NS,17.05
899,LINCOLN,Lincoln Pharmaceuticals Limited,EQ,17-Dec-15,10,1,INE405C01035,10,LINCOLN.NS,31.11
900,LINCPEN,Linc Pen & Plastics Limited,EQ,09-Mar-15,10,1,INE802B01019,10,LINCPEN.NS,-0.794
901,LINDEINDIA,Linde India Limited,EQ,16-Jun-99,10,1,INE473A01011,10,LINDEINDIA.NS,48.697
902,LODHA,Macrotech Developers Limited,EQ,19-Apr-21,10,1,INE670K01029,10,LODHA.NS,1.01
903,LOKESHMACH,Lokesh Machines Limited,EQ,05-May-06,10,1,INE397H01017,10,LOKESHMACH.NS,2.21
904,LOTUSEYE,Lotus Eye Hospital and Institute Limited,EQ,11-Jul-08,10,1,INE947I01017,10,LOTUSEYE.NS,-0.232
905,LOVABLE,Lovable Lingerie Limited,EQ,24-Mar-11,10,1,INE597L01014,10,LOVABLE.NS,-2.833
906,LPDC,Landmark Property Development Company Limited,EQ,12-Aug-08,1,1,INE197J01017,1,LPDC.NS,0.028
907,LSIL,Lloyds Steels Industries Limited,EQ,18-Jul-16,1,1,INE093R01011,1,LSIL.NS,0.006
908,LT,Larsen & Toubro Limited,EQ,23-Jun-04,2,1,INE018A01030,2,LT.NS,82.41
909,LTI,Larsen & Toubro Infotech Limited,EQ,21-Jul-16,1,1,INE214T01019,1,LTI.NS,110.26
910,LTTS,L&T Technology Services Limited,EQ,23-Sep-16,2,1,INE010V01017,2,LTTS.NS,62.9
911,LUMAXIND,Lumax Industries Limited,EQ,06-Sep-95,10,1,INE162B01018,10,LUMAXIND.NS,19.42
912,LUMAXTECH,Lumax Auto Technologies Limited,EQ,16-Jan-07,2,1,INE872H01027,2,LUMAXTECH.NS,6.91
913,LUPIN,Lupin Limited,EQ,10-Sep-01,2,1,INE326A01037,2,LUPIN.NS,26.72
914,LUXIND,Lux Industries Limited,EQ,30-Nov-15,2,1,INE150G01020,2,LUXIND.NS,66.53
915,LXCHEM,Laxmi Organic Industries Limited,EQ,25-Mar-21,2,1,INE576O01020,2,LXCHEM.NS,2.86
916,LYKALABS,Lyka Labs Limited,EQ,08-Feb-95,10,1,INE933A01014,10,LYKALABS.NS,-4.07
